153,constrictor,constrictor,57.24,58.12,-0.54771439135241,NOUN,1,1,8,2
154,so,so,58.12,58.37,7.514636259384674,SCONJ,1,2,1,2
155,that,that,58.37,58.51,9.22325659724273,SCONJ,1,1,1,1
156,the,the,58.51,58.6,11.115800481137065,DET,1,3,1,2
157,grownups,grownups,58.6,59.17,-1.1688309110808799,NOUN,1,1,2,2
158,could,could,59.17,59.32,7.023669903578493,VERB,1,2,1,2
159,understand,understand,59.32,60.093,4.948759890378168,VERB,1,2,6,3
160,they,they,60.611999999999995,60.736999999999995,8.044690441969406,PRON,1,3,2,3
161,always,always,60.736999999999995,61.167,5.90347996943943,ADV,1,2,2,2
162,need,need,61.167,61.336999999999996,5.847132176218062,VERB,1,2,1,2
163,to,to,61.336999999999996,61.427,10.106224294072675,PART,1,3,1,2
164,have,have,61.427,61.692,8.165193017977023,AUX,1,2,1,2
165,things,things,61.692,61.986999999999995,5.802329833380781,NOUN,1,3,2,3
166,explained,explained,61.986999999999995,62.676,4.219992881576647,VERB,1,2,8,3
167,my,my,63.593999999999994,63.803000000000004,7.222784972952155,DET,1,5,2,3
168,drawing,drawing,63.803000000000004,64.152,4.078045789252598,NOUN,1,2,1,2
169,number,number,64.152,64.512,6.280152363629598,NOUN,1,1,3,2
170,two,two,64.512,64.954,7.1771715426270255,NUM,1,2,3,3
171,looked,looked,64.954,65.279,5.159400067361368,VERB,1,2,1,2
172,like,like,65.279,65.54899999999999,6.800971528784123,SCONJ,1,2,1,2
173,this,this,65.54899999999999,65.973,8.485516748555685,DET,1,2,5,3
174,the,the,67.14,67.205,11.115800481137065,DET,1,3,1,2
175,grownups,grownups,67.205,67.794,-1.1688309110808799,NOUN,1,1,2,2
176,advised,advised,67.794,68.20100000000001,2.9401667081042824,VERB,1,2,1,2
177,me,me,68.20100000000001,68.285,6.944665633002234,PRON,1,3,2,3
178,to,to,68.285,68.449,10.106224294072675,PART,1,3,1,2
179,leave,leave,68.449,68.735,4.949397984625066,VERB,1,2,1,2
180,aside,aside,68.735,69.245,3.757262139475193,ADJ,1,2,2,2
181,drawings,drawings,69.245,69.76,2.870282422836575,NOUN,1,4,2,3
182,of,of,69.76,69.825,10.576559568665022,ADP,1,2,1,2
183,boa,boa,69.825,70.185,-0.218790539432732,NOUN,1,2,1,2
184,constrictors,constrictors,70.185,71.013,-2.149606528396965,NOUN,1,1,4,2
185,open,open,71.013,71.34,5.452282314842547,ADJ,1,2,1,2
186,or,or,71.34,71.455,8.443245206463882,CCONJ,1,1,1,1
187,closed,closed,71.455,72.355,4.314376611162872,ADJ,1,1,5,2
188,and,and,72.355,72.515,10.263048328453317,CCONJ,1,1,1,1
189,to,to,72.515,72.595,10.106224294072675,ADP,1,2,1,2
190,apply,apply,72.595,72.965,4.2966865875068665,VERB,1,2,1,2
191,myself,myself,72.965,73.515,4.7410987032123355,PRON,1,2,2,2
192,instead,instead,73.515,74.175,5.010701958540799,ADV,1,2,1,2
193,to,to,74.175,74.355,10.106224294072675,PART,1,2,1,2
194,geography,geography,74.355,75.245,2.8821715613308245,VERB,1,3,1,2
195,history,history,75.245,75.815,5.862721671215256,NOUN,1,1,1,1
196,arithmetic,arithmetic,75.815,76.775,2.429129634319002,ADJ,1,1,2,2
197,and,and,76.775,76.925,10.263048328453317,CCONJ,1,1,1,1
198,grammar,grammar,76.925,77.391,2.9750192319564492,VERB,1,2,11,3
199,thus,thus,78.25399999999999,78.839,6.101820066935569,ADV,1,3,2,3
200,i,i,78.839,79.029,8.500758884952813,PRON,1,2,2,2
201,abandoned,abandoned,79.029,79.609,3.4226652882773965,VERB,1,2,1,2
202,at,at,79.609,79.709,8.371404122348569,ADP,1,2,1,2
203,the,the,79.709,79.843,11.115800481137065,DET,1,3,1,2
204,age,age,79.843,80.117,5.573673789309181,NOUN,1,1,2,2
205,of,of,80.117,80.189,10.576559568665022,ADP,1,2,1,2
206,six,six,80.189,80.999,5.20893955539682,NUM,1,2,5,3
207,a,a,80.999,81.096,9.872203262496361,DET,1,3,1,2
208,magnificent,magnificent,81.096,82.069,2.8668187734606527,ADJ,1,1,1,1
209,career,career,82.069,82.529,4.111725960052875,NOUN,1,1,2,2
210,as,as,82.529,82.639,8.884250056228082,SCONJ,1,2,1,2
211,a,a,82.639,82.714,9.872203262496361,DET,1,2,1,2
212,painter,painter,82.714,83.17299999999999,2.8058421472600843,NOUN,1,1,6,2
213,i,i,83.71600000000001,83.859,8.500758884952813,PRON,1,3,2,3
214,was,was,83.859,84.021,8.84891128785763,AUX,1,2,1,2
215,discouraged,discouraged,84.021,84.791,2.0018853234609613,VERB,1,2,1,2
216,by,by,84.791,84.961,8.691902515208051,ADP,1,3,1,2
217,the,the,84.961,85.045,11.115800481137065,DET,1,3,1,2
218,failure,failure,85.045,85.531,4.537747509670657,NOUN,1,1,2,2
219,of,of,85.531,85.646,10.576559568665022,ADP,1,2,1,2
220,my,my,85.646,85.818,7.222784972952155,DET,1,3,2,3
221,drawing,drawing,85.818,86.26100000000001,4.078045789252598,VERB,1,2,1,2
222,number,number,86.26100000000001,86.61,6.280152363629598,NOUN,1,1,1,1
223,one,one,86.61,87.00399999999999,7.9086812336929855,NUM,1,1,6,2
224,and,and,87.00399999999999,87.20100000000001,10.263048328453317,CCONJ,1,1,1,1
225,of,of,87.20100000000001,87.321,10.576559568665022,ADP,1,2,1,2
226,my,my,87.321,87.53399999999999,7.222784972952155,DET,1,3,2,3
227,drawing,drawing,87.53399999999999,87.912,4.078045789252598,VERB,1,2,1,2
228,number,number,87.912,88.191,6.280152363629598,NOUN,1,1,3,2
229,two,two,88.191,88.61,7.1771715426270255,NUM,1,2,7,3
230,grownups,grownups,89.054,89.74600000000001,-1.1688309110808799,NOUN,1,4,2,3
231,never,never,89.74600000000001,90.069,6.142402930172954,ADV,1,2,2,2
232,understand,understand,90.069,90.686,4.948759890378168,VERB,1,2,1,2
233,anything,anything,90.686,91.04899999999999,5.070914758313443,PRON,1,2,2,2
234,by,by,91.04899999999999,91.259,8.691902515208051,ADP,1,2,1,2
235,themselves,themselves,91.259,92.309,5.615715995787751,PRON,1,2,5,3
236,and,and,92.309,92.439,10.263048328453317,CCONJ,1,1,1,1
237,it,it,92.439,92.54899999999999,8.891153872448442,PRON,1,3,2,3
238,s,is,92.54899999999999,92.669,9.270023374137356,AUX,1,2,1,2
239,tiresome,tiresome,92.669,93.359,0.6534183383309484,ADJ,1,2,1,2
240,for,for,93.359,93.499,9.022419166371733,ADP,1,2,1,2
241,children,children,93.499,93.979,6.055190237988527,NOUN,1,2,4,3
242,to,to,93.979,94.119,10.106224294072675,PART,1,3,1,2
243,always,always,94.119,94.509,5.90347996943943,ADV,1,2,2,2
244,explain,explain,94.509,95.264,4.359793806830977,VERB,1,2,1,2
245,things,things,95.264,95.679,5.802329833380781,NOUN,1,3,2,3
246,for,for,95.679,95.889,9.022419166371733,ADP,1,2,1,2
247,them,them,95.889,96.02600000000001,7.325675828357647,PRON,1,2,4,3
248,again,again,96.02600000000001,96.309,6.0233749510974945,ADV,1,2,1,2
249,and,and,96.309,96.459,10.263048328453317,CCONJ,1,1,1,1
250,again,again,96.459,96.912,6.0233749510974945,ADV,1,1,8,2
251,so,so,97.465,97.85,7.514636259384674,ADV,1,3,1,2
252,i,i,97.85,97.98,8.500758884952813,PRON,1,2,2,2
253,had,had,97.98,98.2,8.105337708286058,AUX,1,2,1,2
254,to,to,98.2,98.35,10.106224294072675,PART,1,3,1,2
255,choose,choose,98.35,98.66799999999999,4.125584797958157,VERB,1,2,1,2
256,another,another,98.66799999999999,98.94,6.333315151487414,DET,1,2,1,2
257,profession,profession,98.94,99.805,3.46445383129717,NOUN,1,1,7,2
258,and,and,99.805,99.94,10.263048328453317,CCONJ,1,1,1,1
259,i,i,99.94,100.071,8.500758884952813,PRON,1,3,2,3
260,learned,learned,100.071,100.33,4.509627979267603,VERB,1,2,1,2
261,to,to,100.33,100.4,10.106224294072675,PART,1,3,1,2
262,fly,fly,100.4,100.7,3.4478264822561586,VERB,1,2,1,2
263,airplanes,airplanes,100.7,101.374,1.086472228773941,NOUN,1,2,8,3
264,i,i,102.26700000000001,102.402,8.500758884952813,PRON,1,4,2,3
265,flew,flew,102.402,102.76299999999999,2.6179066512492444,VERB,1,2,1,2
266,a,a,102.76299999999999,102.898,9.872203262496361,DET,1,2,1,2
267,little,little,102.898,103.23,6.329168168121289,ADJ,1,1,2,2
268,in,in,103.23,103.40299999999999,9.970445020661009,ADP,1,2,1,2
269,many,many,103.40299999999999,103.682,6.8326221661666215,ADJ,1,2,1,2
270,places,places,103.682,104.19200000000001,4.691989877940651,NOUN,1,1,3,2
271,around,around,104.19200000000001,104.516,5.656306446631499,ADP,1,2,1,2
272,the,the,104.516,104.641,11.115800481137065,DET,1,2,1,2
273,world,world,104.641,105.33200000000001,6.462202281832343,NOUN,1,1,5,2
274,and,and,105.33200000000001,105.522,10.263048328453317,CCONJ,1,1,1,1
275,geography,geography,105.522,106.072,2.8821715613308245,NOUN,1,3,2,3
276,it,it,106.072,106.19200000000001,8.891153872448442,PRON,1,4,2,3
277,s,is,106.19200000000001,106.292,9.270023374137356,AUX,1,2,1,2
278,TRUE,true,106.292,106.595,5.582556017222057,PROPN,1,2,5,3
279,has,has,106.595,106.75200000000001,7.633563241781631,AUX,1,2,1,2
280,served,served,106.75200000000001,107.08200000000001,4.323271358292038,VERB,1,2,1,2
281,me,me,107.08200000000001,107.22200000000001,6.944665633002234,PRON,1,3,2,3
282,well,well,107.22200000000001,107.53,6.75124180996569,INTJ,1,2,7,3
283,i,i,108.17399999999999,108.30799999999999,8.500758884952813,PRON,1,3,2,3
284,could,could,108.30799999999999,108.499,7.023669903578493,VERB,1,2,1,2
285,recognize,recognize,108.499,109.15899999999999,3.8011361364596037,VERB,1,2,1,2
286,at,at,109.15899999999999,109.259,8.371404122348569,ADP,1,2,1,2
287,first,first,109.259,109.779,7.06373286043649,ADJ,1,2,1,2
288,glance,glance,109.779,110.29899999999999,3.050646504431383,NOUN,1,1,1,1
289,china,china,110.29899999999999,110.76899999999999,4.646983688801502,PROPN,1,1,3,2
290,from,from,110.76899999999999,110.95100000000001,8.387608286867547,ADP,1,2,1,2
291,arizona,arizona,110.95100000000001,111.568,2.523085153362838,PROPN,1,2,6,3
292,it,it,111.89299999999999,112.005,8.891153872448442,PRON,1,3,2,3
293,s,is,112.005,112.06700000000001,9.270023374137356,AUX,1,2,1,2
294,very,very,112.06700000000001,112.428,6.851819646651834,ADV,1,2,1,2
295,useful,useful,112.428,112.838,4.603739162562309,ADJ,1,1,2,2
296,if,if,112.838,112.98700000000001,7.59155894453893,SCONJ,1,2,1,2
297,you,you,112.98700000000001,113.04799999999999,7.992843190830359,PRON,1,3,2,3
298,get,get,113.04799999999999,113.215,5.998986188506828,VERB,1,2,1,2
299,lost,lost,113.215,113.55799999999999,5.029457048336844,VERB,1,2,1,2
300,at,at,113.55799999999999,113.65700000000001,8.371404122348569,ADP,1,2,1,2
301,night,night,113.65700000000001,114.057,5.416633593366079,NOUN,1,2,9,3
302,i,i,114.725,115.19,8.500758884952813,PRON,1,3,2,3
303,have,have,115.19,115.419,8.165193017977023,AUX,1,2,1,2
304,had,had,115.419,115.64,8.105337708286058,VERB,1,2,1,2
305,during,during,115.64,115.98,6.341099770255476,ADP,1,2,1,2
306,my,my,115.98,116.163,7.222784972952155,DET,1,4,2,3
307,life,life,116.163,116.814,6.64488288543893,NOUN,1,2,3,3
308,a,a,116.814,117,9.872203262496361,DET,1,4,1,2
309,lot,lot,117,117.227,4.524935793277486,NOUN,1,1,2,2
310,of,of,117.227,117.335,10.576559568665022,ADP,1,2,1,2
311,contact,contact,117.335,117.94,4.52496829897953,NOUN,1,2,4,3
312,with,with,117.94,118.07,8.78902023454392,ADP,1,1,1,1
313,many,many,118.07,118.44,6.8326221661666215,ADJ,1,3,1,2
314,persons,persons,118.44,118.895,4.995927665223982,NOUN,1,1,2,2
315,of,of,118.895,118.98299999999999,10.576559568665022,ADP,1,2,1,2
316,consequence,consequence,118.98299999999999,119.73299999999999,4.010564323115964,NOUN,1,2,10,3
317,i,i,120.152,120.47399999999999,8.500758884952813,PRON,1,3,2,3
318,have,have,120.47399999999999,120.64,8.165193017977023,AUX,1,2,1,2
319,lived,lived,120.64,121.04,4.5470324692581485,VERB,1,2,1,2
320,a,a,121.04,121.1,9.872203262496361,DET,1,2,1,2
321,lot,lot,121.1,121.62700000000001,4.524935793277486,NOUN,1,1,2,2
322,amongst,amongst,121.62700000000001,122.057,3.407742581698159,ADP,1,2,1,2
323,the,the,122.057,122.117,11.115800481137065,DET,1,2,1,2
324,grownups,grownups,122.117,122.806,-1.1688309110808799,NOUN,1,1,6,2
325,i,i,123.19,123.264,8.500758884952813,PRON,1,3,2,3
326,have,have,123.264,123.355,8.165193017977023,AUX,1,2,1,2
327,seen,seen,123.355,123.665,5.686059683001631,VERB,1,2,1,2
328,them,them,123.665,123.895,7.325675828357647,PRON,1,2,2,2
329,from,from,123.895,124.085,8.387608286867547,ADP,1,2,1,2
330,close,close,124.085,124.462,5.205927917254689,VERB,1,2,1,2
331,up,up,124.462,124.67,7.118745274123777,ADP,1,1,6,2
332,it,it,125.363,125.488,8.891153872448442,PRON,1,3,2,3
333,hasnt,has,125.488,125.67299999999999,7.633563241781631,AUX,1,2,1,2
334,not,not,125.67299999999999,125.85799999999999,8.652789949703957,PART,1,1,1,1
335,much,much,125.85799999999999,126.15,6.634948682648827,ADV,1,2,2,2
336,improved,improved,126.15,126.59899999999999,3.8158424469541767,VERB,1,2,1,2
337,my,my,126.59899999999999,126.758,7.222784972952155,DET,1,4,2,3
338,opinion,opinion,126.758,127.175,4.835249628303414,NOUN,1,2,3,3
339,of,of,127.175,127.319,10.576559568665022,ADP,1,2,1,2
340,them,them,127.319,127.52799999999999,7.325675828357647,PRON,1,2,7,3
341,whenever,whenever,128.361,129.116,3.75178382826033,ADV,1,4,2,3
342,i,i,129.116,129.27700000000002,8.500758884952813,PRON,1,3,2,3
343,met,met,129.27700000000002,129.656,4.743104372077405,VERB,1,2,1,2
344,one,one,129.656,129.852,7.9086812336929855,NUM,1,3,2,3
345,of,of,129.852,129.946,10.576559568665022,ADP,1,2,1,2
346,them,them,129.946,130.14600000000002,7.325675828357647,PRON,1,3,2,3
347,that,that,130.14600000000002,130.326,9.22325659724273,DET,1,3,2,3
348,seemed,seemed,130.326,130.736,5.151092646791511,VERB,1,3,1,2
349,a,a,130.736,130.796,9.872203262496361,DET,1,4,1,2
350,bit,bit,130.796,131.126,4.220477822695196,ADV,1,1,2,2
351,more,more,131.126,131.45600000000002,7.5801383701893545,ADV,1,1,2,2
352,clear,clear,131.45600000000002,131.77700000000002,5.282238796335346,ADJ,1,2,1,2
353,sighted,sighted,131.77700000000002,132.374,1.5791848692630794,VERB,1,1,12,2
354,i,i,132.749,132.898,8.500758884952813,PRON,1,3,2,3
355,tried,tried,132.898,133.184,4.647750633523209,VERB,1,2,1,2
356,the,the,133.184,133.293,11.115800481137065,DET,1,3,1,2
357,experiment,experiment,133.293,133.953,4.007696755496428,NOUN,1,1,2,2
358,of,of,133.953,134.013,10.576559568665022,ADP,1,2,1,2
359,showing,showing,134.013,134.404,4.162205682408973,NOUN,1,3,1,2
360,them,them,134.404,134.57299999999998,7.325675828357647,PRON,1,2,2,2
361,my,my,134.57299999999998,134.77700000000002,7.222784972952155,DET,1,4,2,3
362,drawing,drawing,134.77700000000002,135.154,4.078045789252598,VERB,1,2,1,2
363,number,number,135.154,135.472,6.280152363629598,NOUN,1,1,1,1
364,one,one,135.472,135.82299999999998,7.9086812336929855,NOUN,1,1,3,2
365,that,that,135.82299999999998,135.94899999999998,9.22325659724273,DET,1,2,1,2
366,i,i,135.94899999999998,136.054,8.500758884952813,PRON,1,3,2,3
367,ve,have,136.054,136.149,8.165193017977023,AUX,1,2,1,2
368,always,always,136.149,136.524,5.90347996943943,ADV,1,2,2,2
369,kept,kept,136.524,136.958,4.86221262230776,VERB,1,2,13,3
370,i,i,137.526,137.66299999999998,8.500758884952813,PRON,1,4,2,3
371,wanted,wanted,137.66299999999998,137.991,4.913830664825064,VERB,1,2,1,2
372,to,to,137.991,138.11700000000002,10.106224294072675,PART,1,3,1,2
373,know,know,138.11700000000002,138.321,6.2411526536443045,VERB,1,2,1,2
374,if,if,138.321,138.441,7.59155894453893,SCONJ,1,2,1,2
